ISO,Country,Data source,Sector,Gas,Unit,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990
IND,India,Climate Watch,Energy,All GHG,MtCO₂e,2224.18,2431.19,2468.71,2332.28,2217.71,2184.34,2172.27,2001.1,1945.03,1798.74,1703.7,1608.48,1465.93,1378.65,1256.18,1179.63,1130.42,1057.85,1030.73,998.63,983.13,946.87,886.42,872.41,827.46,792.84,739.69,705.47,681.52,664.82,620.96
IRL,Ireland,Climate Watch,Energy,All GHG,MtCO₂e,32.5,34.49,36.14,36.47,37.82,36.03,34.69,35.17,36.42,36.11,39.88,39.92,44.52,44.96,45.63,45.0,43.08,43.31,42.76,43.68,41.53,39.49,38.09,35.53,34.57,33.3,32.71,31.72,31.57,31.57,31.01
IRN,Iran,Climate Watch,Energy,All GHG,MtCO₂e,720.81,739.55,779.27,770.14,738.98,703.78,703.87,672.31,652.58,656.63,646.14,648.4,630.8,623.39,592.9,555.83,518.01,485.53,451.71,439.46,427.53,404.31,372.9,377.3,365.46,355.78,351.4,321.58,313.81,295.78,269.02
IRQ,Iraq,Climate Watch,Energy,All GHG,MtCO₂e,224.49,250.1,236.44,227.15,213.74,196.65,188.29,189.01,177.4,153.85,145.78,130.45,122.29,107.81,113.5,114.55,119.96,104.69,119.7,131.34,123.13,106.93,121.57,138.36,109.86,110.78,112.42,97.14,72.06,47.34,87.23
ISL,Iceland,Climate Watch,Energy,All GHG,MtCO₂e,1.48,1.67,1.74,1.71,1.67,2.1,2.08,2.07,1.89,1.9,1.98,2.11,2.16,2.36,2.28,2.24,2.29,2.23,2.24,2.14,2.19,2.09,2.13,2.14,2.26,1.99,2.09,1.98,1.93,1.9,1.93
ISR,Israel,Climate Watch,Energy,All GHG,MtCO₂e,58.68,62.56,60.91,65.2,64.48,65.24,63.51,65.86,74.69,68.55,69.45,64.77,65.42,65.12,62.8,59.53,61.87,61.62,59.82,56.67,55.38,51.22,49.8,49.75,47.54,45.33,42.27,39.44,35.92,33.67,33.15
ITA,Italy,Climate Watch,Energy,All GHG,MtCO₂e,283.73,319.46,327.32,331.82,335.73,339.98,329.03,348.19,377.69,394.67,403.75,395.2,441.11,453.41,460.67,467.87,465.67,456.16,437.16,429.76,430.11,427.37,421.41,410.6,407.32,410.15,387.15,391.41,394.24,396.54,397.35
JAM,Jamaica,Climate Watch,Energy,All GHG,MtCO₂e,5.55,8.19,8.4,6.98,7.27,6.78,6.89,7.16,6.73,7.32,7.26,7.61,9.44,11.89,11.87,10.4,10.38,10.41,10.1,9.94,9.92,9.86,9.59,9.08,8.89,8.52,8.26,8.2,8.0,7.3,7.34
JOR,Jordan,Climate Watch,Energy,All GHG,MtCO₂e,20.51,22.62,23.58,24.98,23.7,24.16,24.3,22.66,23.01,20.04,19.17,19.72,18.84,19.94,19.12,18.76,17.47,16.22,15.73,15.23,15.42,13.75,13.74,13.25,12.62,12.35,11.52,10.89,10.75,9.32,9.29
JPN,Japan,Climate Watch,Energy,All GHG,MtCO₂e,1004.33,1063.79,1100.83,1140.7,1155.13,1168.7,1207.29,1257.57,1245.65,1205.48,1148.98,1092.65,1146.35,1213.87,1177.4,1199.57,1192.15,1198.01,1190.08,1153.55,1164.94,1149.41,1109.95,1147.75,1157.12,1143.42,1132.67,1079.95,1086.86,1076.8,1064.61
KAZ,Kazakhstan,Climate Watch,Energy,All GHG,MtCO₂e,255.4,247.91,263.37,259.14,243.0,232.2,253.47,305.61,289.58,292.37,274.47,257.95,284.42,238.29,224.18,206.41,192.85,177.31,160.25,140.64,142.25,142.35,154.42,150.01,168.96,189.78,212.99,233.6,268.51,261.85,251.88
KEN,Kenya,Climate Watch,Energy,All GHG,MtCO₂e,20.08,20.75,20.38,21.01,19.91,18.76,17.48,15.45,14.14,15.11,14.87,13.96,12.09,11.6,11.61,10.49,9.56,8.74,9.63,9.86,10.55,9.51,9.13,8.39,8.55,7.95,7.48,7.33,7.32,7.23,7.39
KGZ,Kyrgyzstan,Climate Watch,Energy,All GHG,MtCO₂e,8.59,9.51,10.84,9.18,9.52,10.0,9.5,9.12,9.97,7.58,6.39,6.91,7.43,6.41,5.34,5.4,5.74,5.76,5.33,4.24,4.91,5.04,6.4,6.09,6.24,5.07,7.03,10.92,14.73,22.32,24.7
KHM,Cambodia,Climate Watch,Energy,All GHG,MtCO₂e,14.35,13.81,11.23,11.34,10.61,8.72,7.35,6.12,6.07,5.8,5.63,5.25,4.51,4.43,3.76,3.45,3.15,3.14,2.97,2.9,2.7,2.63,2.59,2.32,2.19,2.11,1.43,1.38,1.35,1.3,1.26
KIR,Kiribati,Climate Watch,Energy,All GHG,MtCO₂e,0.06,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.06,0.06,0.06,0.07,0.06,0.05,0.05,0.04,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02
KNA,Saint Kitts and Nevis,Climate Watch,Energy,All GHG,MtCO₂e,0.23,0.25,0.25,0.24,0.24,0.24,0.23,0.23,0.23,0.24,0.23,0.23,0.22,0.22,0.21,0.2,0.22,0.2,0.2,0.19,0.18,0.17,0.16,0.15,0.14,0.13,0.13,0.12,0.12,0.12,0.11
KOR,South Korea,Climate Watch,Energy,All GHG,MtCO₂e,554.13,594.86,613.25,607.45,596.18,589.49,569.99,582.01,582.7,580.75,557.68,508.31,494.95,483.42,470.48,463.28,465.24,441.21,439.03,436.24,427.54,382.47,347.62,406.8,386.03,361.5,331.59,307.31,280.66,261.21,237.8
KWT,Kuwait,Climate Watch,Energy,All GHG,MtCO₂e,111.57,114.72,113.98,111.42,113.85,110.32,107.22,109.23,106.48,103.29,99.0,95.41,95.68,89.59,92.18,89.15,80.0,75.19,70.25,68.95,65.9,60.38,58.05,53.4,51.17,51.6,52.36,45.02,30.82,9.24,37.65
LAO,Laos,Climate Watch,Energy,All GHG,MtCO₂e,17.43,17.79,18.46,18.18,15.01,8.27,4.05,3.87,3.24,3.1,2.98,2.72,2.47,2.12,1.98,1.64,1.58,1.51,1.45,1.39,1.29,0.85,0.82,0.79,0.75,0.67,0.63,0.61,0.59,0.55,0.51
LBN,Lebanon,Climate Watch,Energy,All GHG,MtCO₂e,20.84,25.87,25.72,27.32,25.84,24.98,22.86,21.01,21.41,18.87,18.59,19.65,16.58,12.98,14.45,14.77,15.5,15.34,15.39,15.43,14.26,15.94,15.16,15.52,13.57,13.05,11.31,10.33,7.06,7.08,5.63
LBR,Liberia,Climate Watch,Energy,All GHG,MtCO₂e,1.02,1.01,1.0,1.16,1.3,1.13,1.09,0.83,0.9,0.82,0.7,0.51,0.5,0.58,0.63,0.61,0.51,0.47,0.42,0.42,0.4,0.39,0.49,0.45,0.43,0.42,0.42,0.42,0.4,0.37,0.43
LBY,Libya,Climate Watch,Energy,All GHG,MtCO₂e,64.45,103.6,98.63,89.88,70.14,73.17,82.28,100.16,116.95,62.22,117.37,111.31,114.58,110.28,114.61,113.34,104.41,101.43,92.95,93.9,97.74,93.53,95.68,96.54,103.73,101.17,92.98,79.38,71.69,80.09,75.7
LCA,Saint Lucia,Climate Watch,Energy,All GHG,MtCO₂e,0.5,0.53,0.53,0.53,0.51,0.5,0.51,0.51,0.51,0.5,0.51,0.44,0.44,0.44,0.43,0.41,0.42,0.4,0.37,0.39,0.37,0.36,0.35,0.31,0.31,0.29,0.28,0.25,0.23,0.2,0.19
LIE,Liechtenstein,Climate Watch,Energy,All GHG,MtCO₂e,0.14,0.15,0.14,0.16,0.15,0.16,0.16,0.19,0.19,0.18,0.19,0.21,0.22,0.2,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.23,0.23,0.22,0.21,0.2,0.2,0.22,0.21,0.21,0.2
LKA,Sri Lanka,Climate Watch,Energy,All GHG,MtCO₂e,22.01,23.7,21.78,23.28,23.41,19.63,18.02,14.98,17.98,16.0,13.97,13.06,13.57,14.39,13.23,14.83,13.71,13.33,12.33,11.79,11.91,10.47,9.62,9.33,9.34,6.76,6.71,6.16,6.28,5.15,5.0
LSO,Lesotho,Climate Watch,Energy,All GHG,MtCO₂e,2.31,2.3,2.28,2.4,2.13,2.14,2.35,2.21,2.92,2.89,2.16,2.1,2.01,1.96,1.92,1.9,1.87,1.83,1.8,1.77,1.75,1.73,1.71,1.67,1.64,1.61,1.58,1.54,1.5,1.45,1.4
LTU,Lithuania,Climate Watch,Energy,All GHG,MtCO₂e,11.87,11.89,11.89,11.5,11.47,11.26,11.15,11.52,12.18,12.11,12.96,12.03,13.27,13.34,13.15,13.09,12.16,11.51,11.49,11.41,10.75,12.43,14.84,14.11,14.47,13.98,14.98,15.96,19.8,35.06,32.97
LUX,Luxembourg,Climate Watch,Energy,All GHG,MtCO₂e,7.65,9.32,9.16,8.84,8.68,9.0,9.49,10.01,10.53,10.73,10.88,10.29,10.86,10.93,11.52,11.72,11.46,10.05,9.57,8.87,8.23,7.61,7.27,7.94,8.45,8.36,10.46,11.35,11.05,11.37,10.86
LVA,Latvia,Climate Watch,Energy,All GHG,MtCO₂e,6.85,7.51,7.75,7.18,7.27,7.31,7.26,7.41,7.5,7.81,8.58,7.74,8.48,8.93,8.58,8.17,8.05,8.02,7.81,7.82,7.38,7.98,8.61,9.03,9.54,9.54,10.79,12.4,14.5,17.94,19.49
MAR,Morocco,Climate Watch,Energy,All GHG,MtCO₂e,63.25,67.07,60.44,58.99,56.11,56.13,54.51,52.5,53.23,51.7,47.34,44.11,44.17,42.37,41.59,40.32,37.74,33.79,34.06,32.9,30.23,29.75,28.2,27.5,26.32,26.67,25.58,23.41,22.69,21.14,20.18
MDA,Moldova,Climate Watch,Energy,All GHG,MtCO₂e,9.06,9.32,9.04,8.61,8.76,8.61,8.24,7.66,8.62,8.79,8.78,7.98,8.17,8.25,8.3,8.68,8.3,8.27,7.67,7.49,7.18,7.75,9.06,9.99,11.03,12.67,14.54,17.79,20.78,25.57,31.61
MDG,Madagascar,Climate Watch,Energy,All GHG,MtCO₂e,4.46,5.62,4.97,5.09,4.75,4.48,4.18,4.04,3.83,3.27,2.94,2.75,2.84,2.71,2.63,2.68,2.58,2.45,2.05,2.61,2.57,2.57,2.5,2.27,2.13,2.18,1.87,1.75,1.7,1.67,1.59
MDV,Maldives,Climate Watch,Energy,All GHG,MtCO₂e,1.45,2.0,1.78,1.55,1.47,1.34,1.36,1.13,1.14,1.01,0.96,0.92,0.87,0.81,0.79,0.63,0.69,0.53,0.61,0.48,0.46,0.43,0.31,0.34,0.28,0.26,0.2,0.2,0.23,0.16,0.16
MEX,Mexico,Climate Watch,Energy,All GHG,MtCO₂e,401.26,472.74,465.42,495.71,501.9,499.96,494.54,509.99,520.17,511.61,496.9,481.74,494.77,493.48,487.25,471.84,455.1,445.4,422.73,415.11,414.36,389.59,401.0,378.52,356.27,339.19,356.5,331.49,322.44,319.67,299.73
MHL,Marshall Islands,Climate Watch,Energy,All GHG,MtCO₂e,0.11,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.12,0.12,0.11,0.12,0.11,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.08,0.0,0.0
MKD,Macedonia,Climate Watch,Energy,All GHG,MtCO₂e,7.18,8.35,7.34,7.84,7.36,7.55,7.86,8.28,9.23,9.6,8.77,8.96,9.59,9.77,9.29,9.32,8.96,9.24,8.46,9.02,8.87,9.21,9.99,9.12,10.19,8.62,8.66,8.96,8.62,8.61,8.83
MLI,Mali,Climate Watch,Energy,All GHG,MtCO₂e,3.57,3.55,3.5,3.37,3.16,3.1,2.92,2.64,2.51,2.35,2.15,1.94,2.02,1.84,1.58,1.5,1.45,1.28,1.24,1.2,1.09,1.0,0.96,0.73,0.66,0.61,0.56,0.51,0.47,0.43,0.43
MLT,Malta,Climate Watch,Energy,All GHG,MtCO₂e,1.63,1.68,1.57,1.54,1.37,1.68,2.38,2.39,2.74,2.59,2.61,2.53,2.75,2.74,2.67,2.65,2.62,2.63,2.33,2.51,2.15,2.43,2.4,2.49,2.34,2.4,2.53,2.83,2.19,2.23,2.33
MMR,Myanmar,Climate Watch,Energy,All GHG,MtCO₂e,35.11,35.48,34.71,34.79,25.17,22.91,20.73,17.3,15.69,12.49,11.89,11.05,11.61,14.2,13.74,14.52,13.87,13.93,11.71,11.67,12.69,11.96,11.13,10.32,10.32,9.97,8.67,7.76,7.23,6.9,7.03
MNE,Montenegro,Climate Watch,Energy,All GHG,MtCO₂e,2.78,2.86,2.76,2.53,2.42,2.63,2.49,2.54,2.62,2.82,2.88,1.99,2.89,2.26,2.29,2.12,2.08,1.93,1.81,1.71,1.56,1.25,1.8,1.71,1.59,1.37,1.3,1.34,1.52,1.4,1.96
MNG,Mongolia,Climate Watch,Energy,All GHG,MtCO₂e,22.28,24.33,22.84,20.98,19.72,18.86,19.55,19.79,18.29,16.73,15.12,14.41,13.55,13.51,12.79,11.4,9.86,9.59,9.87,9.23,9.23,8.8,8.73,8.7,8.87,10.47,10.53,12.11,13.12,15.1,13.3
MOZ,Mozambique,Climate Watch,Energy,All GHG,MtCO₂e,9.38,10.3,10.15,10.08,9.68,8.22,7.48,6.88,6.13,5.48,4.35,4.24,4.06,3.89,4.52,4.39,4.29,3.9,3.39,3.14,3.47,3.1,3.06,2.76,2.61,2.64,2.53,2.72,2.5,2.31,2.5
MRT,Mauritania,Climate Watch,Energy,All GHG,MtCO₂e,4.03,4.02,3.92,3.63,2.81,3.21,2.8,2.4,2.68,2.53,2.45,2.3,2.02,1.87,1.54,1.45,1.41,1.3,1.27,1.18,1.12,1.11,0.99,1.05,1.06,1.0,0.95,0.91,0.9,0.86,0.84
MUS,Mauritius,Climate Watch,Energy,All GHG,MtCO₂e,3.77,4.23,4.19,4.23,4.09,4.02,4.0,3.87,3.78,3.69,3.72,3.47,3.52,3.45,3.36,3.01,2.82,2.8,2.66,2.61,2.48,2.24,1.83,1.66,1.65,1.59,1.55,1.51,1.36,1.29,1.21
MWI,Malawi,Climate Watch,Energy,All GHG,MtCO₂e,1.79,1.78,1.75,1.53,1.39,1.24,1.14,1.29,1.26,1.26,1.16,1.21,1.19,1.08,1.02,1.0,1.01,0.95,0.93,0.9,0.92,0.97,0.92,0.92,0.89,0.87,0.87,0.84,0.76,0.75,0.69
MYS,Malaysia,Climate Watch,Energy,All GHG,MtCO₂e,247.67,250.73,247.31,231.12,237.88,243.05,241.99,228.75,210.46,207.32,205.84,186.65,208.22,195.23,178.9,173.13,163.44,148.67,140.96,134.43,128.87,119.61,111.03,111.6,103.86,91.24,84.24,77.48,71.55,69.35,58.36
NAM,Namibia,Climate Watch,Energy,All GHG,MtCO₂e,3.6,3.92,3.92,3.94,4.01,3.93,3.75,3.6,3.39,3.27,3.22,3.12,3.04,2.65,2.6,2.64,2.48,2.37,2.23,2.56,2.04,2.07,2.11,2.06,2.01,1.85,1.71,1.49,1.29,1.19,N/A
NER,Niger,Climate Watch,Energy,All GHG,MtCO₂e,3.34,3.24,3.0,2.92,3.08,3.09,3.15,2.95,2.55,1.94,1.98,1.67,1.42,1.36,1.27,1.26,1.28,1.23,1.15,1.11,1.1,1.38,1.38,1.31,1.16,1.05,1.06,1.06,0.98,1.0,1.01
NGA,Nigeria,Climate Watch,Energy,All GHG,MtCO₂e,195.42,208.87,199.37,193.82,193.3,196.28,205.09,198.01,190.29,192.99,189.65,167.49,178.81,177.46,188.15,200.98,200.68,199.34,180.55,198.91,191.66,174.39,178.87,194.12,194.65,170.83,160.29,168.04,173.2,159.55,146.06
NIC,Nicaragua,Climate Watch,Energy,All GHG,MtCO₂e,4.86,5.39,5.24,5.6,5.58,5.46,4.94,4.67,4.89,4.93,4.71,4.61,4.72,4.91,4.75,4.51,4.71,4.57,4.23,4.1,3.94,3.78,3.75,3.24,3.04,2.88,2.75,2.45,2.47,2.17,2.18
NIU,Niue,Climate Watch,Energy,All GHG,MtCO₂e,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
NLD,Netherlands,Climate Watch,Energy,All GHG,MtCO₂e,131.91,147.68,152.9,157.13,159.97,158.85,151.24,158.64,159.0,160.28,172.66,161.92,166.68,165.95,165.06,169.24,173.42,171.62,168.62,168.3,163.25,162.55,167.95,167.57,174.99,165.25,160.68,161.23,157.07,158.26,152.56
NOR,Norway,Climate Watch,Energy,All GHG,MtCO₂e,36.81,38.27,39.2,39.83,40.25,40.95,40.19,40.2,39.43,39.68,40.79,38.0,37.45,38.26,37.81,37.03,38.08,37.74,34.94,35.26,34.77,40.17,38.32,36.96,35.04,34.74,34.74,32.67,30.56,27.7,29.63
NPL,Nepal,Climate Watch,Energy,All GHG,MtCO₂e,15.86,13.78,15.38,13.77,12.0,9.12,9.33,8.27,7.95,7.62,7.26,6.53,5.94,5.57,5.43,5.96,5.52,5.67,5.37,5.97,5.65,5.42,4.56,4.4,4.09,3.97,3.77,3.41,3.2,3.15,2.87
NRU,Nauru,Climate Watch,Energy,All GHG,MtCO₂e,0.04,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.06,0.06,0.07,0.08,0.08,0.09,0.09,0.1,0.1,0.1,0.11,0.11,0.11,0.12,0.13,0.13
NZL,New Zealand,Climate Watch,Energy,All GHG,MtCO₂e,32.48,35.18,33.58,34.13,32.35,33.4,33.08,33.05,33.32,31.54,32.37,32.39,35.36,34.37,35.34,35.23,33.95,34.54,32.75,32.86,30.64,29.79,28.36,28.95,26.53,25.3,25.23,25.08,25.48,23.73,23.32
OMN,Oman,Climate Watch,Energy,All GHG,MtCO₂e,86.77,92.2,91.87,87.2,87.93,85.03,80.96,77.37,73.87,66.31,59.34,55.38,52.57,53.15,50.58,42.82,42.9,43.74,42.28,40.77,37.15,32.92,30.07,30.99,29.8,28.99,25.65,23.9,22.58,22.82,18.73
PAK,Pakistan,Climate Watch,Energy,All GHG,MtCO₂e,193.56,195.15,197.54,209.22,192.74,177.43,168.2,159.93,157.68,155.38,153.55,157.96,154.01,160.17,147.13,137.23,134.1,120.59,115.97,113.05,111.35,111.2,102.01,100.71,97.1,93.62,86.72,83.92,77.31,70.02,68.09
PAN,Panama,Climate Watch,Energy,All GHG,MtCO₂e,9.48,12.8,9.5,9.61,10.13,10.06,10.11,9.53,9.76,9.49,8.79,8.21,6.73,7.22,7.23,6.84,5.33,5.3,5.24,6.02,5.02,4.9,5.61,4.53,4.32,4.27,3.95,3.73,3.7,3.16,2.72
PER,Peru,Climate Watch,Energy,All GHG,MtCO₂e,46.27,56.5,54.23,53.98,56.87,54.39,53.11,49.77,48.56,49.2,45.29,40.97,38.18,33.64,30.72,31.36,31.43,27.61,28.16,27.01,29.15,29.65,27.35,28.11,28.47,26.04,23.19,22.81,22.2,21.39,22.14
PHL,Philippines,Climate Watch,Energy,All GHG,MtCO₂e,129.17,140.06,133.28,128.14,116.69,106.19,98.06,91.98,83.06,80.54,79.88,74.65,73.65,71.79,67.87,73.49,72.56,71.17,68.98,69.39,69.67,69.13,71.29,71.15,64.57,59.93,50.22,47.37,44.12,40.57,41.36
PLW,Palau,Climate Watch,Energy,All GHG,MtCO₂e,0.16,0.22,0.21,0.21,0.21,0.2,0.22,0.22,0.22,0.21,0.21,0.2,0.21,0.22,0.23,0.23,0.22,0.22,0.22,0.22,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0
PNG,Papua New Guinea,Climate Watch,Energy,All GHG,MtCO₂e,10.65,12.69,12.4,11.85,11.97,11.84,10.51,9.09,7.97,7.44,6.5,6.59,6.39,6.45,6.15,6.21,6.78,6.51,6.32,6.37,6.09,6.14,6.46,6.49,6.59,6.77,5.76,4.99,4.03,3.1,2.17
POL,Poland,Climate Watch,Energy,All GHG,MtCO₂e,279.86,295.75,313.15,313.76,301.07,290.22,286.72,300.27,304.94,311.06,315.66,298.92,308.96,313.38,315.41,303.13,303.35,299.48,288.84,294.82,295.53,309.32,318.57,345.09,356.81,340.77,340.49,346.75,344.29,352.64,350.4
PRK,North Korea,Climate Watch,Energy,All GHG,MtCO₂e,63.89,67.01,61.33,65.1,38.18,35.2,41.18,37.36,48.2,46.58,61.15,64.24,81.3,73.56,86.38,84.61,81.23,79.54,77.96,81.1,78.6,74.79,70.69,77.02,80.76,91.51,98.13,107.44,116.76,131.17,138.52
PRT,Portugal,Climate Watch,Energy,All GHG,MtCO₂e,37.6,43.34,48.22,51.76,47.4,47.94,43.81,44.72,46.66,48.08,48.61,54.28,54.02,55.83,57.64,62.59,59.32,58.1,62.89,58.92,59.02,59.51,53.14,48.42,46.38,48.26,45.05,43.64,44.67,40.5,38.88
PRY,Paraguay,Climate Watch,Energy,All GHG,MtCO₂e,7.99,8.53,8.8,8.4,7.52,6.55,5.89,5.58,5.42,5.56,5.35,4.83,4.61,4.0,4.21,4.0,4.3,4.26,4.12,3.97,3.81,4.58,4.59,4.45,4.04,4.06,3.61,3.15,2.78,2.46,2.49
QAT,Qatar,Climate Watch,Energy,All GHG,MtCO₂e,115.46,117.23,114.63,114.89,114.35,112.01,109.46,105.02,103.05,94.37,83.94,73.22,71.31,66.27,58.92,52.38,50.69,46.79,42.98,39.06,39.37,38.55,35.47,34.13,27.08,24.52,23.78,21.27,18.49,18.71,15.76
ROU,Romania,Climate Watch,Energy,All GHG,MtCO₂e,68.84,74.33,75.92,75.14,72.49,74.22,72.91,73.69,83.16,85.4,79.32,82.17,96.07,97.3,100.43,96.43,97.32,100.55,95.95,97.17,91.33,87.33,101.88,116.28,126.9,123.21,117.76,120.65,129.27,146.03,175.75
RUS,Russia,Climate Watch,Energy,All GHG,MtCO₂e,2054.92,2145.5,2100.24,2011.34,1975.56,1980.99,1992.39,2016.54,2060.0,2093.71,2007.02,1922.58,2040.93,2045.23,2039.4,2000.51,1975.59,1976.56,1903.87,1896.9,1884.81,1838.81,1796.11,1792.84,1916.61,1951.63,2010.63,2216.29,2381.2,2538.49,2590.83
RWA,Rwanda,Climate Watch,Energy,All GHG,MtCO₂e,2.15,2.18,2.13,1.96,1.86,1.83,1.7,1.68,1.57,1.47,1.42,1.37,1.31,1.3,1.35,1.33,1.38,1.4,1.52,1.4,1.39,1.58,1.52,1.67,1.42,1.36,0.98,1.04,1.05,1.06,1.12
SAU,Saudi Arabia,Climate Watch,Energy,All GHG,MtCO₂e,561.75,579.57,582.38,603.81,613.05,612.21,584.81,548.59,541.44,514.27,490.8,449.54,440.61,406.63,391.11,371.77,351.79,335.58,315.68,299.78,297.92,284.73,282.66,268.84,264.54,251.69,253.9,255.05,258.33,243.93,212.11
SDN,Sudan,Climate Watch,Energy,All GHG,MtCO₂e,23.92,25.44,24.94,24.8,25.07,23.8,21.35,20.37,20.25,23.61,21.12,20.6,20.11,19.42,18.13,15.06,13.15,11.45,11.33,9.61,8.4,7.54,6.65,6.95,5.84,5.89,6.16,4.43,5.73,6.02,6.58
SEN,Senegal,Climate Watch,Energy,All GHG,MtCO₂e,8.41,10.09,8.47,8.17,8.59,7.95,7.13,6.4,6.15,6.26,5.92,5.85,5.57,5.28,4.72,4.89,4.71,4.07,4.18,4.09,3.77,3.81,3.44,3.11,2.84,2.71,2.55,2.48,2.53,2.34,2.34
SGP,Singapore,Climate Watch,Energy,All GHG,MtCO₂e,45.0,46.45,46.47,48.59,46.21,46.64,45.55,45.0,44.73,45.76,43.35,39.72,39.29,39.13,37.98,37.69,40.34,38.81,41.89,42.56,42.57,38.17,37.41,38.53,38.9,37.96,38.33,36.48,31.69,30.73,29.18
SLB,Solomon Islands,Climate Watch,Energy,All GHG,MtCO₂e,0.22,0.3,0.3,0.3,0.3,0.3,0.34,0.39,0.36,0.36,0.34,0.33,0.32,0.31,0.3,0.29,0.29,0.27,0.26,0.25,0.24,0.23,0.22,0.21,0.21,0.2,0.19,0.18,0.17,0.16,0.15
SLE,Sierra Leone,Climate Watch,Energy,All GHG,MtCO₂e,1.05,1.04,1.04,1.12,1.17,1.08,1.14,1.03,0.85,0.74,0.56,0.52,0.52,0.5,0.59,0.45,0.53,0.55,0.5,0.44,0.33,0.2,0.25,0.23,0.31,0.24,0.35,0.33,0.33,0.34,0.32
SLV,El Salvador,Climate Watch,Energy,All GHG,MtCO₂e,6.16,7.62,6.62,6.2,6.98,6.8,6.39,6.2,6.46,6.49,6.28,6.44,6.62,7.33,6.97,6.63,6.39,6.15,5.58,5.57,5.37,5.64,5.68,5.34,4.43,5.02,4.53,3.98,3.6,3.16,2.49
SOM,Somalia,Climate Watch,Energy,All GHG,MtCO₂e,0.66,0.66,0.66,0.65,0.65,0.65,0.65,0.65,0.63,0.63,0.63,0.61,0.62,0.62,0.58,0.58,0.58,0.58,0.57,0.51,0.49,0.5,0.52,0.55,0.58,0.59,0.62,0.63,0.67,0.7,0.72
SRB,Serbia,Climate Watch,Energy,All GHG,MtCO₂e,48.49,48.13,48.32,49.59,48.97,47.81,41.32,48.66,47.85,53.1,48.89,48.69,51.31,53.07,54.65,52.56,59.63,55.5,52.03,48.54,46.6,43.81,60.33,60.45,55.76,48.58,43.02,46.92,52.24,56.56,66.49
SSD,South Sudan,Climate Watch,Energy,All GHG,MtCO₂e,3.79,3.96,3.54,3.32,3.45,3.82,3.44,2.71,1.86,20.15,23.66,22.38,21.08,19.76,18.34,17.0,15.53,13.83,12.24,10.59,9.01,7.26,5.52,3.88,2.09,0.37,0.35,0.26,0.37,0.41,0.44
STP,Sao Tome and Principe,Climate Watch,Energy,All GHG,MtCO₂e,0.14,0.14,0.14,0.13,0.13,0.12,0.12,0.12,0.12,0.1,0.1,0.09,0.09,0.08,0.08,0.08,0.07,0.07,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.05,0.05
SUR,Suriname,Climate Watch,Energy,All GHG,MtCO₂e,3.43,3.48,2.97,3.26,3.78,3.52,3.4,3.04,3.19,2.7,2.5,2.14,2.08,1.98,2.04,2.15,1.85,1.69,1.57,1.98,1.94,2.55,2.51,2.48,2.43,2.38,2.34,2.3,2.27,2.23,1.92
SVK,Slovakia,Climate Watch,Energy,All GHG,MtCO₂e,29.84,31.88,33.71,34.25,32.16,31.36,30.94,33.74,33.05,35.13,36.78,34.78,37.81,37.86,38.68,39.65,38.66,39.75,39.33,39.85,39.45,41.64,42.38,43.75,43.82,43.94,43.31,46.0,47.56,50.73,57.68
SVN,Slovenia,Climate Watch,Energy,All GHG,MtCO₂e,12.34,13.56,14.0,14.1,13.95,13.16,13.06,14.57,15.22,15.82,15.85,15.5,17.22,16.17,16.18,15.85,15.6,15.35,15.45,15.28,14.42,14.72,15.32,15.58,15.15,14.35,13.49,13.54,12.7,13.01,13.8
SWE,Sweden,Climate Watch,Energy,All GHG,MtCO₂e,34.32,35.58,36.29,38.72,39.1,39.48,39.44,40.85,42.45,44.97,48.46,43.18,46.3,47.39,48.94,50.38,53.99,55.65,54.35,52.76,53.65,57.7,58.87,57.93,64.1,58.54,58.93,56.94,57.17,54.57,53.53
SWZ,Eswatini,Climate Watch,Energy,All GHG,MtCO₂e,1.3,1.32,1.25,1.25,1.29,1.19,1.14,1.12,0.95,0.97,1.0,1.22,1.17,1.19,1.16,1.15,1.16,1.17,1.25,1.29,1.28,1.45,1.37,1.35,1.33,1.62,1.67,1.02,1.12,1.3,1.32
