ISO,Country,Data source,Sector,Gas,Unit,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990
HTI,Haiti,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,0.84,0.87,0.86,0.93,1.0,0.94,0.94,0.91,0.88,0.82,0.52,0.26,0.24,0.24,0.18,0.17,0.17,0.17,0.22,0.2,0.19,0.2,0.26,0.35,0.24,0.16,0.03,0.08,0.13,0.22,0.25
HUN,Hungary,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,13.17,14.09,16.59,17.46,13.99,13.81,13.36,13.56,15.93,16.71,17.39,17.01,20.11,20.89,20.01,19.7,21.59,23.64,22.64,24.06,23.87,26.64,26.98,26.12,25.1,24.76,24.4,24.98,24.65,24.23,23.49
IDN,Indonesia,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,247.55,247.51,241.24,218.72,207.25,196.26,194.49,168.81,169.41,176.67,149.51,153.78,153.06,139.15,130.61,124.52,120.04,121.85,109.58,100.32,89.63,95.85,98.83,88.99,77.71,74.44,64.05,62.85,56.31,54.22,47.87
IND,India,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,1121.98,1235.14,1263.02,1161.63,1102.44,1108.95,1129.4,1011.33,994.24,864.63,823.81,793.39,725.4,706.68,642.4,602.38,587.43,538.83,515.89,507.63,493.44,461.71,420.03,403.92,389.9,366.55,321.31,308.2,279.84,260.14,232.96
IRL,Ireland,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,8.91,9.4,10.69,12.05,12.91,12.16,11.48,11.65,13.06,12.14,13.54,13.15,14.67,14.95,15.31,15.65,15.15,15.55,16.41,17.07,15.74,15.62,15.13,14.31,13.79,13.19,12.67,12.22,12.2,11.47,10.91
IRN,Iran,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,203.31,202.48,206.27,206.8,191.0,192.67,191.39,187.74,178.13,171.33,164.16,162.36,157.78,145.32,137.67,130.69,118.92,107.5,102.82,97.13,91.22,89.57,70.66,68.88,64.99,61.74,57.92,54.44,45.98,45.0,41.96
IRQ,Iraq,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,73.31,82.94,75.01,73.34,65.49,60.92,62.33,54.8,43.13,43.15,42.85,34.08,28.92,17.92,25.34,28.4,34.14,33.39,32.47,35.51,28.83,18.93,41.38,70.54,53.04,53.87,54.9,46.69,29.75,14.3,16.72
ISL,Iceland,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.04,0.02,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0
ISR,Israel,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,35.35,36.55,35.7,39.36,39.96,40.98,40.24,43.07,51.23,46.24,44.22,41.23,43.63,44.5,42.91,40.61,41.15,41.24,40.47,37.48,36.19,33.31,32.43,31.27,29.04,27.46,26.18,24.49,22.97,20.2,19.85
ITA,Italy,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,97.53,108.96,113.94,121.75,118.76,121.49,114.35,123.23,144.65,152.63,153.7,147.92,174.14,180.07,180.32,178.35,178.93,165.03,159.38,149.66,153.32,147.85,151.96,148.07,145.84,150.49,137.89,135.29,138.67,139.43,143.88
JAM,Jamaica,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,2.11,2.9,2.8,2.74,2.79,2.61,2.49,2.6,2.73,2.98,3.24,3.12,2.79,3.75,3.68,4.31,4.53,5.97,5.68,5.57,5.53,5.53,5.47,5.26,5.08,5.26,4.07,4.78,3.64,1.97,2.03
JOR,Jordan,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,8.68,9.12,9.54,10.52,10.25,11.77,12.6,11.59,11.32,9.94,9.06,8.91,8.77,8.58,7.95,7.44,7.11,7.2,7.12,6.71,6.76,5.86,6.03,5.57,5.41,5.18,4.69,4.57,4.43,3.81,3.45
JPN,Japan,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,516.56,538.34,562.6,590.97,608.23,609.91,636.51,667.8,657.8,607.92,550.0,505.77,534.85,561.41,509.7,521.3,512.66,518.11,499.59,469.63,477.98,469.91,443.44,460.68,465.93,460.2,471.61,429.89,446.15,440.81,440.15
KAZ,Kazakhstan,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,116.36,116.5,120.44,116.22,106.34,94.82,105.2,142.69,131.54,126.99,124.07,113.71,122.76,115.7,119.15,99.54,97.49,93.72,85.91,67.74,71.7,59.04,61.43,59.85,72.82,80.46,105.66,102.87,112.44,114.67,115.75
KEN,Kenya,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,0.71,1.25,1.47,2.41,1.39,1.3,2.36,2.06,2.14,2.78,2.57,2.94,2.16,1.8,1.87,1.59,1.17,1.03,1.14,1.59,2.2,1.43,1.12,0.61,0.58,0.5,0.55,0.49,0.46,0.41,0.43
KGZ,Kyrgyzstan,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,2.28,2.19,1.59,1.51,1.84,2.76,2.29,1.65,1.89,1.78,1.68,2.14,2.3,1.94,1.96,2.09,1.67,1.67,1.63,1.78,2.02,1.75,1.82,2.42,2.49,2.21,1.2,1.52,2.72,3.94,3.93
KHM,Cambodia,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,4.46,4.49,3.44,3.66,3.4,2.39,1.53,0.73,0.9,0.91,0.89,1.04,1.23,1.22,0.95,0.78,0.67,0.61,0.59,0.43,0.38,0.34,0.31,0.26,0.2,0.16,N/A,N/A,N/A,N/A,N/A
KIR,Kiribati,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
KNA,Saint Kitts and Nevis,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,0.14,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.14,0.14,0.13,0.13,0.13,0.12,0.11,0.1,0.09,0.09,0.08,0.07,0.07,0.06,0.06,0.06,0.06
KOR,South Korea,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,329.97,361.84,374.66,366.1,357.54,352.59,344.79,347.19,352.05,347.86,324.05,289.81,269.02,255.1,237.53,229.44,224.86,194.71,189.9,182.48,175.16,142.8,134.8,152.24,133.47,120.86,109.12,97.65,88.34,76.54,65.05
KWT,Kuwait,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,62.84,61.13,60.62,59.61,61.37,60.53,58.28,58.01,57.53,55.46,53.62,52.03,51.47,48.61,47.14,44.75,40.95,37.16,38.11,36.15,31.89,30.52,25.86,22.08,20.83,20.47,20.94,15.95,11.84,4.6,20.55
LAO,Laos,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,13.79,14.06,14.1,13.99,10.92,3.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LBN,Lebanon,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,12.93,15.55,15.4,15.72,14.72,14.32,13.56,12.27,11.18,11.73,11.29,10.01,9.65,8.08,8.27,7.38,7.52,8.61,8.59,7.69,7.26,8.18,8.06,5.96,4.99,3.63,3.54,3.2,2.63,3.18,2.81
LBR,Liberia,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,0.25,0.25,0.24,0.28,0.3,0.24,0.23,0.23,0.24,0.23,0.21,0.2,0.21,0.21,0.17,0.17,0.16,0.17,0.17,0.17,0.15,0.15,0.25,0.24,0.23,0.23,0.23,0.23,0.23,0.21,0.25
LBY,Libya,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,19.6,24.55,24.41,23.29,21.31,26.03,25.8,27.91,26.2,19.25,26.74,26.25,25.71,24.96,26.3,24.85,21.5,22.37,20.77,19.61,19.42,18.8,18.05,17.15,17.3,17.12,14.39,12.03,11.82,11.89,11.71
LCA,Saint Lucia,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,0.25,0.27,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.22,0.22,0.22,0.21,0.2,0.19,0.19,0.18,0.18,0.18,0.17,0.16,0.15,0.14,0.14,0.13,0.12,0.11,0.1,0.1
LIE,Liechtenstein,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LKA,Sri Lanka,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,9.52,9.74,8.18,9.52,8.71,6.81,6.84,4.07,6.52,5.19,3.43,4.14,4.04,4.12,3.41,4.67,4.47,3.97,3.52,3.08,3.33,1.57,1.33,1.51,1.22,0.36,0.44,0.42,0.79,0.32,0.15
LSO,Lesotho,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LTU,Lithuania,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,2.71,2.37,2.55,2.67,3.0,3.28,3.24,3.94,4.52,4.56,5.44,4.93,4.94,4.77,5.27,5.72,5.42,5.25,5.35,5.55,5.08,6.06,7.51,6.66,7.13,6.43,7.29,7.36,8.68,14.75,13.69
LUX,Luxembourg,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,0.24,0.25,0.25,0.27,0.28,0.49,0.71,0.76,1.12,1.09,1.29,1.25,1.11,1.27,1.42,1.36,1.38,1.17,1.16,0.42,0.24,0.18,0.16,0.45,0.74,0.91,1.39,1.77,1.75,1.86,1.73
LVA,Latvia,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,1.42,1.89,2.0,1.61,1.91,1.89,1.81,2.1,1.99,2.2,2.39,2.0,2.07,2.12,2.24,2.22,2.25,2.46,2.5,2.63,2.73,3.27,3.7,3.84,4.34,4.12,4.48,5.34,7.1,8.85,9.87
MAR,Morocco,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,28.52,28.99,23.42,22.63,21.72,22.33,21.69,19.17,20.6,20.01,17.79,15.9,16.96,16.76,17.03,16.9,15.98,14.58,14.12,13.29,11.29,11.05,10.67,10.68,10.0,11.74,10.25,9.29,8.45,7.87,7.95
MDA,Moldova,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,3.61,3.35,3.27,3.01,3.58,3.63,3.28,2.81,3.57,3.53,3.73,3.8,3.74,3.72,3.81,3.79,3.7,4.2,4.02,4.33,4.08,4.38,4.97,5.16,6.0,6.21,8.09,10.53,13.16,12.71,13.7
MDG,Madagascar,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,0.94,1.53,1.27,1.42,1.24,1.34,1.13,1.1,0.98,0.65,0.45,0.38,0.42,0.36,0.38,0.36,0.38,0.37,0.28,0.34,0.35,0.28,0.28,0.19,0.12,0.23,0.2,0.19,0.19,0.2,0.19
MDV,Maldives,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,0.49,0.69,0.64,0.59,0.54,0.53,0.49,0.36,0.36,0.34,0.32,0.35,0.34,0.28,0.27,0.22,0.23,0.2,0.19,0.16,0.16,0.1,0.08,0.07,0.06,0.06,0.05,0.04,0.03,0.03,0.03
MEX,Mexico,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,169.7,188.08,187.34,195.26,197.28,194.14,192.58,202.09,212.86,205.08,195.88,194.1,186.86,194.26,191.09,192.13,185.11,186.86,175.16,173.09,168.89,153.2,159.26,141.91,127.72,122.31,130.86,114.54,107.91,106.93,94.51
MHL,Marshall Islands,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,0.04,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.06,0.06,0.06,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.0,0.0
MKD,Macedonia,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,3.56,4.34,3.63,4.16,3.59,4.01,4.46,4.8,5.71,5.97,5.33,5.84,6.08,6.04,5.9,5.93,5.97,6.13,5.84,6.54,6.15,6.29,6.99,6.09,6.61,6.09,5.95,5.93,5.7,5.7,5.65
MLI,Mali,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,1.46,1.46,1.43,1.26,0.96,1.41,1.34,1.07,0.73,0.69,0.69,0.47,0.42,0.58,0.59,0.57,0.48,0.6,0.57,0.55,0.55,0.5,0.47,0.13,0.1,0.03,0.02,0.04,0.03,0.04,0.04
MLT,Malta,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,0.82,0.75,0.7,0.71,0.56,0.85,1.61,1.65,2.03,1.91,1.87,1.87,1.99,2.04,2.0,1.98,2.05,2.15,1.94,1.98,1.59,1.7,1.63,1.6,1.64,1.59,1.82,2.12,1.55,1.61,1.78
MMR,Myanmar,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,9.3,8.56,8.68,9.25,7.36,5.69,4.76,3.33,3.2,2.97,2.75,2.17,2.89,3.12,3.12,3.12,3.1,3.18,2.73,2.39,2.78,3.17,2.91,2.87,2.69,2.49,2.2,1.9,1.71,1.61,1.59
MNE,Montenegro,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,1.6,1.53,1.49,1.29,1.26,1.56,1.49,1.54,1.59,1.78,1.75,0.82,1.54,1.01,1.28,1.13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNG,Mongolia,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,13.04,13.7,13.63,12.83,11.78,11.76,11.72,11.19,10.14,9.37,8.95,8.35,7.98,8.06,7.59,7.69,6.67,6.52,7.0,6.44,6.61,6.16,6.28,5.52,5.89,6.62,6.67,7.25,8.05,8.28,6.65
MOZ,Mozambique,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,1.77,1.86,1.74,1.94,1.8,0.79,0.29,0.26,0.19,0.18,0.03,0.02,0.02,0.01,0.02,0.02,0.04,0.04,0.04,0.05,0.05,0.02,0.02,0.03,0.03,0.03,0.03,0.06,0.09,0.13,0.11
MRT,Mauritania,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,0.76,0.76,0.71,0.74,0.56,0.6,0.58,0.54,0.59,0.56,0.54,0.44,0.45,0.38,0.35,0.34,0.3,0.29,0.33,0.36,0.33,0.3,0.26,0.27,0.3,0.28,0.23,0.22,0.22,0.2,0.2
MUS,Mauritius,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,2.21,2.44,2.49,2.56,2.44,2.42,2.45,2.37,2.29,2.22,2.23,2.04,2.05,2.01,1.87,1.59,1.42,1.4,1.31,1.28,1.18,1.04,0.85,0.72,0.7,0.64,0.61,0.53,0.51,0.49,0.44
MWI,Malawi,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,0.15,0.14,0.14,0.14,0.14,0.13,0.14,0.15,0.14,0.15,0.15,0.15,0.15,0.17,0.18,0.17,0.16,0.13,0.15,0.14,0.15,0.16,0.17,0.16,0.16,0.13,0.13,0.11,0.01,0.01,0.01
MYS,Malaysia,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,131.47,125.98,125.77,109.77,118.9,123.94,119.54,114.16,109.23,110.86,106.84,92.19,97.5,86.52,79.81,75.57,68.18,61.24,57.81,54.95,52.79,48.74,44.96,42.11,38.35,34.79,31.5,29.88,26.17,26.53,19.04
NAM,Namibia,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,0.09,0.07,0.03,0.09,0.08,0.04,0.01,0.08,0.09,0.02,0.03,0.11,0.24,0.17,0.15,0.04,0.01,0.02,0.0,0.01,0.01,0.04,0.05,0.04,0.04,0.04,0.23,0.21,0.03,0.07,N/A
NER,Niger,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,0.65,0.6,0.58,0.58,0.7,0.53,0.47,0.38,0.43,0.38,0.33,0.24,0.22,0.21,0.22,0.25,0.26,0.24,0.23,0.21,0.23,0.26,0.31,0.29,0.27,0.29,0.27,0.28,0.26,0.28,0.29
NGA,Nigeria,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,25.48,25.41,25.91,25.61,27.3,25.94,26.32,24.1,23.67,22.03,19.04,15.36,17.28,17.06,16.76,16.93,15.51,13.2,14.99,14.08,13.74,12.54,11.41,12.11,11.62,10.88,10.53,11.69,11.46,9.7,8.26
NIC,Nicaragua,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,0.98,1.55,1.48,1.53,1.7,1.73,1.58,1.52,1.75,1.93,1.82,1.84,1.72,1.83,1.74,1.6,1.71,1.63,1.59,1.63,1.5,1.38,1.5,1.11,1.03,0.96,0.85,0.74,0.78,0.62,0.57
NIU,Niue,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NLD,Netherlands,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,54.23,64.02,66.67,70.44,74.02,75.46,68.47,65.2,65.22,68.06,71.39,68.44,69.94,70.89,66.43,71.52,74.06,72.48,71.24,70.31,67.21,65.67,70.84,68.41,67.03,65.94,62.87,59.26,58.06,57.47,56.01
NOR,Norway,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,14.35,15.09,15.46,15.96,15.52,16.02,14.96,14.72,14.13,14.44,15.16,13.6,12.27,12.52,12.17,11.78,11.81,11.66,10.76,10.7,9.95,14.33,13.25,12.24,9.98,10.68,12.08,11.41,10.32,6.99,7.34
NPL,Nepal,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.02,0.05,0.09,0.09,0.03,0.03,0.07,0.06,0.04,0.03,0.0
NRU,Nauru,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,0.02,0.02,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
NZL,New Zealand,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,7.08,7.18,6.44,7.01,6.17,7.34,7.43,8.32,9.43,8.03,8.58,9.01,11.13,10.23,11.8,11.84,9.89,10.22,8.69,9.63,7.95,8.16,7.0,7.47,5.32,4.39,4.7,5.38,6.15,4.97,4.57
OMN,Oman,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,24.6,24.32,25.34,25.13,23.85,23.96,22.87,21.8,21.42,20.39,19.24,18.73,17.27,16.66,16.41,15.29,16.49,15.43,15.02,14.45,13.31,10.79,9.93,9.44,8.86,8.49,7.11,6.51,6.06,5.89,5.75
PAK,Pakistan,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,53.74,54.77,46.77,56.08,49.51,45.26,45.07,44.66,41.58,40.28,41.45,45.53,43.33,43.48,42.61,37.49,35.89,31.69,35.36,35.5,34.53,33.09,28.51,29.68,27.46,26.7,23.5,22.55,20.4,17.72,16.05
PAN,Panama,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,3.62,4.84,1.96,2.08,2.67,2.67,2.8,2.6,2.85,3.13,2.74,2.44,1.79,2.08,1.81,1.51,1.44,1.97,1.59,2.22,1.29,1.18,2.04,1.29,1.07,1.26,1.1,1.06,1.2,0.82,0.55
PER,Peru,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,11.76,14.13,13.48,14.84,17.68,15.71,16.51,13.24,15.24,16.01,14.42,11.19,9.99,7.9,6.98,7.44,6.91,4.89,4.91,4.34,4.8,4.95,4.85,5.47,5.46,4.5,3.83,4.12,4.04,3.55,3.99
PHL,Philippines,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,73.38,73.06,67.03,61.22,53.6,49.69,45.83,42.66,37.01,34.59,33.55,30.2,29.57,27.03,25.32,29.39,26.91,26.02,24.31,25.66,25.3,22.64,24.64,23.98,20.57,18.32,15.53,13.03,13.88,13.13,10.82
PLW,Palau,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,0.06,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.09,0.09,0.1,0.1,0.09,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.0,0.0
PNG,Papua New Guinea,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,2.46,3.41,3.25,2.8,2.93,2.8,2.47,2.05,1.89,2.05,1.97,2.06,1.89,1.88,1.79,1.76,2.01,1.75,1.45,1.3,0.9,0.83,0.9,0.67,0.57,0.52,0.32,0.79,0.78,0.78,0.78
POL,Poland,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,134.55,146.08,158.23,160.16,158.65,158.97,156.26,165.92,165.48,170.41,169.74,163.86,171.29,176.3,179.71,174.09,175.36,177.03,168.7,174.73,173.03,175.57,181.09,187.54,193.48,186.69,201.41,202.26,215.42,224.02,229.96
PRK,North Korea,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,3.15,3.37,2.93,3.31,4.17,3.67,4.62,4.06,5.65,5.6,7.71,8.34,11.48,10.37,12.29,12.29,11.94,11.7,11.55,12.1,11.63,10.55,8.73,11.07,11.42,11.43,12.1,11.55,13.86,15.03,16.25
PRT,Portugal,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,12.94,15.75,20.95,24.59,20.95,21.75,17.73,18.91,20.35,19.27,17.57,22.85,21.94,22.29,24.59,28.12,24.33,23.29,27.21,23.98,24.18,26.65,21.29,18.94,17.78,21.99,19.05,19.05,20.38,17.17,16.56
PRY,Paraguay,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.02,0.03,0.11,0.01,0.03,0.04,0.04,0.04
QAT,Qatar,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,54.98,55.12,53.72,53.01,51.88,51.15,49.45,48.04,47.32,44.47,36.31,30.25,28.1,27.19,24.81,20.8,18.9,17.95,16.03,14.8,13.84,16.04,13.81,12.8,11.62,11.05,10.54,9.96,9.35,8.94,7.75
ROU,Romania,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,22.04,27.54,29.93,30.91,30.41,32.36,31.44,32.3,39.93,43.86,38.88,40.78,48.28,49.33,50.73,47.3,48.11,52.7,49.88,52.42,49.61,47.25,55.15,63.52,71.8,69.9,69.85,82.33,85.56,68.41,79.65
RUS,Russia,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,822.41,871.7,861.48,838.1,841.42,880.75,909.62,971.85,1010.34,1017.71,958.42,893.7,964.05,968.12,997.39,950.36,945.69,959.36,936.51,931.84,932.88,920.04,909.79,913.01,984.75,960.69,1017.62,1104.86,1222.2,1265.21,1235.01
RWA,Rwanda,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,0.22,0.28,0.32,0.27,0.21,0.16,0.15,0.17,0.16,0.13,0.18,0.18,0.17,0.17,0.18,0.18,0.17,0.17,0.21,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAU,Saudi Arabia,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,273.38,263.3,262.42,276.72,271.94,261.69,250.72,238.34,232.78,203.03,198.06,182.93,172.56,158.21,157.91,150.8,140.69,132.04,125.64,120.2,117.71,112.76,110.37,103.26,97.82,94.79,91.29,89.27,81.37,74.82,71.15
SDN,Sudan,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,5.45,5.43,5.28,5.12,4.96,4.15,2.32,1.94,2.09,2.21,1.65,3.29,3.91,3.53,3.45,2.76,2.5,2.37,2.15,1.53,1.47,1.13,0.94,1.13,1.02,0.89,0.67,0.89,0.51,0.58,0.51
SEN,Senegal,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,3.27,5.25,3.95,4.09,3.04,2.77,2.44,2.23,2.14,2.01,2.13,2.13,1.83,1.74,1.88,1.95,1.59,1.41,1.55,1.66,1.51,1.32,1.24,1.18,1.07,1.03,1.02,0.97,0.95,0.85,0.88
SGP,Singapore,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,24.91,26.04,26.05,26.14,25.41,24.89,24.56,25.14,25.95,26.69,25.32,23.0,25.84,26.05,25.54,25.68,28.88,27.98,31.75,32.77,33.14,31.84,31.11,32.0,32.48,30.95,31.65,30.31,25.56,23.97,23.22
SLB,Solomon Islands,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,0.05,0.07,0.07,0.07,0.07,0.08,0.08,0.08,0.07,0.07,0.08,0.08,0.08,0.08,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.05,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
SLE,Sierra Leone,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,0.01,0.01,0.05,0.07,0.06,0.06,0.05,0.05,0.05,0.02,0.02,0.04,0.03,0.03,0.04,0.05,0.08,0.1,0.1,0.1,0.06,0.06,0.09,0.08,0.11,0.08,0.1,0.1,0.1,0.1,0.09
SLV,El Salvador,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,0.77,1.2,0.92,1.01,1.69,1.74,1.73,1.7,1.61,1.57,1.49,1.82,1.7,1.93,1.85,1.54,1.49,1.56,1.35,1.27,1.16,1.09,1.45,1.4,0.92,1.36,1.21,0.84,0.64,0.67,0.17
SOM,Somalia,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,0.32,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.27,0.27,0.26,0.26,0.26,0.25,0.25,0.25,0.24,0.24,0.23,0.22,0.2,0.2,0.21,0.22,0.23,0.23,0.24,0.24,0.26,0.27,0.27
SRB,Serbia,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,33.37,32.49,32.45,33.98,33.38,33.22,26.55,33.22,31.65,34.79,31.63,32.43,30.66,31.4,35.01,33.15,35.92,34.83,33.28,31.76,32.22,28.6,38.23,38.58,35.6,36.57,28.92,31.62,34.36,36.03,40.59
SSD,South Sudan,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,0.71,0.72,0.67,0.64,0.67,0.81,0.49,0.45,0.38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
STP,Sao Tome and Principe,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
