ISO,Country,Data source,Sector,Gas,Unit,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990
HTI,Haiti,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.4,0.37,0.35,0.32,0.3,0.28,0.27,0.22,0.2,0.18,0.27,0.25,0.24,0.22,0.21,0.2,0.19,0.18,0.17,0.13,0.03,0.03,0.02,0.02,0.01,0.01,0.01,0.05,0.09,0.11,0.09
HUN,Hungary,Climate Watch,Industrial Processes,All GHG,MtCO₂e,2.45,2.66,2.64,2.66,2.7,3.3,2.96,2.36,2.39,2.41,2.44,2.6,3.05,3.89,4.26,4.39,4.34,3.78,3.52,4.09,3.83,3.31,3.33,3.46,3.45,2.99,3.59,2.76,2.12,3.18,5.41
IDN,Indonesia,Climate Watch,Industrial Processes,All GHG,MtCO₂e,33.92,36.69,37.14,35.06,34.58,30.21,31.12,30.33,28.79,26.53,24.82,24.58,25.45,24.26,23.52,22.77,23.12,21.7,21.86,22.0,19.82,14.82,13.81,16.73,14.98,14.0,13.26,11.51,10.54,9.88,8.54
IND,India,Climate Watch,Industrial Processes,All GHG,MtCO₂e,149.37,168.55,162.24,142.62,143.31,135.89,133.32,124.45,115.99,106.23,100.08,94.85,86.35,80.97,77.08,71.39,67.2,62.51,60.7,58.29,57.48,55.06,48.46,45.8,41.42,37.39,34.29,31.9,30.06,29.0,26.45
IRL,Ireland,Climate Watch,Industrial Processes,All GHG,MtCO₂e,2.74,2.95,3.06,3.06,3.1,2.83,2.68,2.27,2.21,2.03,2.17,2.42,3.21,3.58,3.56,3.4,3.41,3.46,3.15,3.49,3.46,2.66,2.4,2.53,2.19,1.96,1.79,1.63,1.62,1.64,1.94
IRN,Iran,Climate Watch,Industrial Processes,All GHG,MtCO₂e,39.8,35.76,32.91,31.68,31.47,31.56,33.32,33.83,32.24,30.4,28.06,23.8,21.23,19.33,16.99,15.57,15.47,14.82,14.43,13.82,12.94,12.16,11.42,10.99,10.38,10.15,9.79,9.37,8.87,8.75,8.45
IRQ,Iraq,Climate Watch,Industrial Processes,All GHG,MtCO₂e,16.2,15.33,13.76,9.75,8.88,7.31,6.58,7.24,6.16,5.84,4.79,4.25,3.86,2.99,2.42,2.04,1.84,1.59,3.39,3.08,3.08,2.6,1.34,1.12,0.98,1.09,1.03,1.01,1.0,2.22,4.31
ISL,Iceland,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.33,0.32,0.31,0.3,0.29,0.32,0.29,0.28,0.28,0.25,0.34,0.33,0.57,0.48,0.53,0.16,0.16,0.17,0.18,0.22,0.27,0.32,0.32,0.18,0.1,0.12,0.1,0.14,0.24,0.47,0.56
ISR,Israel,Climate Watch,Industrial Processes,All GHG,MtCO₂e,14.72,14.55,14.15,13.71,13.06,12.65,12.5,12.16,12.03,11.82,11.38,10.48,10.37,9.9,9.2,8.52,8.06,7.67,7.36,7.1,7.18,6.58,5.77,4.57,3.79,3.29,2.79,2.63,2.36,2.15,1.83
ITA,Italy,Climate Watch,Industrial Processes,All GHG,MtCO₂e,18.66,20.62,21.56,22.61,23.68,24.06,23.83,23.85,24.47,26.42,26.57,26.43,28.43,30.29,29.64,33.66,33.34,31.14,30.13,29.74,28.0,26.17,24.79,23.83,23.17,24.91,22.21,22.95,25.3,25.78,26.01
JAM,Jamaica,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.74,0.67,0.63,0.65,0.67,0.67,0.64,0.57,0.52,0.49,0.47,0.52,0.42,0.39,0.42,0.38,0.41,0.4,0.35,0.34,0.34,0.3,0.31,0.28,0.3,0.29,0.25,0.25,0.26,0.21,0.24
JOR,Jordan,Climate Watch,Industrial Processes,All GHG,MtCO₂e,5.58,5.33,5.59,5.15,4.74,4.38,4.09,3.76,3.45,2.78,2.94,2.81,2.86,2.72,2.46,2.05,2.0,1.85,1.86,1.71,1.49,1.45,1.37,1.55,1.59,1.53,1.72,1.51,1.35,0.61,0.78
JPN,Japan,Climate Watch,Industrial Processes,All GHG,MtCO₂e,61.79,65.25,68.72,71.59,73.75,70.38,67.62,63.76,59.8,56.1,53.32,52.02,55.27,56.19,56.95,54.71,54.94,58.83,59.63,65.28,75.16,75.25,84.17,91.26,93.17,90.66,84.71,79.83,79.54,76.99,73.3
KAZ,Kazakhstan,Climate Watch,Industrial Processes,All GHG,MtCO₂e,6.15,5.43,5.46,5.31,4.95,4.84,4.55,4.43,3.7,2.47,2.33,1.91,1.92,1.28,0.95,0.63,0.62,0.21,0.22,0.39,0.19,0.04,0.07,0.06,0.02,0.11,0.18,0.37,0.72,0.03,0.03
KEN,Kenya,Climate Watch,Industrial Processes,All GHG,MtCO₂e,5.86,4.99,4.86,4.8,4.88,4.54,4.17,3.64,3.3,3.08,2.57,2.31,1.99,1.78,1.53,1.44,1.22,1.11,0.98,0.88,0.86,0.87,0.84,0.86,0.99,0.85,0.78,0.76,0.79,0.74,0.77
KGZ,Kyrgyzstan,Climate Watch,Industrial Processes,All GHG,MtCO₂e,1.02,1.06,1.07,0.84,0.77,0.86,0.99,0.91,0.76,0.65,0.53,0.37,0.58,0.64,0.6,0.52,0.47,0.41,0.32,0.29,0.27,0.24,0.37,0.34,0.28,0.17,0.19,0.29,0.47,0.0,0.0
KHM,Cambodia,Climate Watch,Industrial Processes,All GHG,MtCO₂e,6.44,6.29,4.15,3.01,2.01,1.11,0.92,0.86,0.79,0.68,0.56,0.52,0.53,0.19,0.12,0.1,0.09,0.09,0.08,0.08,0.07,0.06,0.05,0.04,0.03,0.02,0.01,0.01,0.01,0.0,0.0
KIR,Kiribati,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KNA,Saint Kitts and Nevis,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KOR,South Korea,Climate Watch,Industrial Processes,All GHG,MtCO₂e,81.51,80.63,77.46,76.17,73.55,69.72,68.18,66.41,64.89,63.42,61.89,59.26,58.9,57.23,60.02,58.14,61.2,58.66,52.81,50.02,47.51,43.54,39.75,43.83,39.19,36.24,33.72,30.56,26.21,21.26,17.16
KWT,Kuwait,Climate Watch,Industrial Processes,All GHG,MtCO₂e,21.19,19.71,17.88,16.22,14.78,12.81,11.51,10.38,8.97,7.73,6.45,5.91,5.57,4.88,4.31,3.73,3.77,3.35,3.11,2.71,2.67,2.43,2.07,2.0,1.67,1.32,0.86,0.58,0.51,0.25,0.5
LAO,Laos,Climate Watch,Industrial Processes,All GHG,MtCO₂e,2.51,2.13,1.96,1.61,1.39,1.25,0.91,0.88,0.62,0.54,0.5,0.42,0.18,0.18,0.18,0.12,0.12,0.12,0.11,0.05,0.05,0.04,0.04,0.04,0.04,0.01,0.01,0.01,0.01,0.0,0.0
LBN,Lebanon,Climate Watch,Industrial Processes,All GHG,MtCO₂e,4.1,4.32,4.7,4.63,4.43,4.27,4.3,4.04,3.7,3.7,3.51,3.39,3.08,2.94,2.6,3.25,3.08,2.75,2.09,2.08,1.99,1.64,1.59,1.04,0.93,0.56,0.23,0.25,0.17,0.12,0.13
LBR,Liberia,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.5,0.45,0.42,0.38,0.33,0.33,0.31,0.25,0.2,0.16,0.14,0.13,0.12,0.14,0.13,0.11,0.1,0.06,0.07,0.07,0.07,0.04,0.03,0.03,0.02,0.01,0.01,0.01,0.01,0.0,0.02
LBY,Libya,Climate Watch,Industrial Processes,All GHG,MtCO₂e,6.27,6.1,6.09,5.72,5.2,5.18,5.65,3.41,3.08,3.35,4.4,4.05,3.51,3.25,3.16,2.36,2.31,2.22,2.1,1.93,1.89,1.79,1.7,1.41,1.73,1.49,1.72,1.09,1.07,1.08,1.19
LCA,Saint Lucia,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.05,0.05,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIE,Liechtenstein,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LKA,Sri Lanka,Climate Watch,Industrial Processes,All GHG,MtCO₂e,2.75,2.47,2.42,2.22,1.97,1.62,1.39,1.32,1.28,1.17,1.0,1.03,0.97,0.9,0.85,0.78,0.73,0.63,0.56,0.59,0.54,0.5,0.45,0.46,0.43,0.4,0.41,0.3,0.36,0.18,0.18
LSO,Lesotho,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.17,0.15,0.14,0.13,0.12,0.11,0.1,0.09,0.08,0.07,0.06,0.05,0.05,0.04,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0
LTU,Lithuania,Climate Watch,Industrial Processes,All GHG,MtCO₂e,1.26,1.32,1.3,1.28,1.33,1.32,1.2,1.22,1.33,1.49,1.12,1.15,3.45,3.7,3.01,2.87,2.58,2.3,2.21,2.06,1.91,1.73,1.73,1.41,1.27,1.03,1.03,1.17,1.53,1.04,0.99
LUX,Luxembourg,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.45,0.45,0.43,0.43,0.42,0.4,0.43,0.44,0.44,0.45,0.43,0.42,0.44,0.46,0.46,0.46,0.47,0.43,0.49,0.47,0.53,0.5,0.48,0.47,0.46,0.46,0.51,0.46,0.54,0.52,0.55
LVA,Latvia,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.76,0.78,0.79,0.69,0.62,0.72,0.8,0.76,0.78,0.76,0.63,0.36,0.34,0.31,0.28,0.21,0.2,0.18,0.16,0.15,0.12,0.17,0.13,0.13,0.13,0.12,0.1,0.04,0.16,0.02,0.02
MAR,Morocco,Climate Watch,Industrial Processes,All GHG,MtCO₂e,5.07,5.55,5.4,5.54,5.65,5.66,5.57,6.46,6.21,5.55,5.7,5.91,5.74,5.26,4.7,4.57,4.58,4.34,4.27,4.19,3.41,3.19,3.16,3.09,2.83,2.76,2.76,2.78,2.8,2.57,1.9
MDA,Moldova,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.67,0.74,0.7,0.65,0.56,0.58,0.6,0.62,0.58,0.57,0.5,0.48,0.92,0.82,0.56,0.46,0.37,0.32,0.29,0.24,0.23,0.26,0.26,0.31,0.23,0.28,0.33,0.41,0.48,0.0,0.0
MDG,Madagascar,Climate Watch,Industrial Processes,All GHG,MtCO₂e,1.17,1.1,1.02,0.96,0.86,0.78,0.71,0.67,0.6,0.51,0.43,0.39,0.36,0.36,0.28,0.25,0.25,0.25,0.18,0.18,0.17,0.14,0.12,0.09,0.07,0.05,0.04,0.05,0.04,0.03,0.03
MDV,Maldives,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.39,0.35,0.3,0.26,0.21,0.17,0.15,0.13,0.11,0.09,0.07,0.06,0.05,0.05,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0
MEX,Mexico,Climate Watch,Industrial Processes,All GHG,MtCO₂e,43.37,41.45,42.04,41.29,40.24,38.03,36.51,35.08,34.95,34.27,32.55,32.24,32.26,31.48,28.68,25.21,23.15,21.35,20.86,19.6,20.28,19.96,18.55,18.01,17.07,13.83,16.14,14.9,13.89,13.67,13.26
MHL,Marshall Islands,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MKD,Macedonia,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.06,0.06,0.06,0.06,0.06,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.05,0.06,0.07,0.08,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.45,0.78,1.11,1.44,1.76
MLI,Mali,Climate Watch,Industrial Processes,All GHG,MtCO₂e,1.76,1.48,1.38,1.18,1.09,1.0,0.93,0.78,0.53,0.46,0.38,0.35,0.31,0.27,0.23,0.2,0.19,0.18,0.17,0.16,0.15,0.13,0.1,0.09,0.06,0.04,0.03,0.03,0.02,0.02,0.01
MLT,Malta,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.2,0.21,0.23,0.24,0.26,0.25,0.23,0.22,0.2,0.18,0.15,0.14,0.12,0.1,0.08,0.05,0.03,0.02,0.02,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MMR,Myanmar,Climate Watch,Industrial Processes,All GHG,MtCO₂e,3.19,2.95,2.49,2.1,0.97,0.38,0.51,0.43,0.35,0.21,0.21,0.26,0.26,0.24,0.22,0.22,0.21,0.23,0.19,0.15,0.16,0.14,0.15,0.21,0.2,0.21,0.19,0.16,0.19,0.18,0.17
MNE,Montenegro,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.3,0.3,0.29,0.28,0.28,0.27,0.32,0.38,0.43,0.49,0.54,0.68,0.85,1.01,1.18,1.34,1.52,1.7,1.68,1.66,1.64,1.62,1.6,1.58,1.56,1.54,1.52,1.5,1.48,1.46,1.44
MNG,Mongolia,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.86,0.78,0.67,0.52,0.38,0.33,0.32,0.22,0.26,0.25,0.25,0.17,0.19,0.17,0.14,0.12,0.1,0.1,0.09,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.04,0.07,0.1,0.15
MOZ,Mozambique,Climate Watch,Industrial Processes,All GHG,MtCO₂e,2.03,1.95,1.78,1.71,1.7,1.32,1.25,1.14,1.06,0.95,0.88,0.87,0.9,0.9,0.92,0.91,0.83,0.75,0.61,0.42,0.32,0.26,0.22,0.18,0.13,0.04,0.04,0.02,0.02,0.04,0.04
MRT,Mauritania,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.04,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MUS,Mauritius,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.56,0.53,0.49,0.45,0.41,0.37,0.35,0.33,0.3,0.28,0.26,0.24,0.23,0.22,0.2,0.19,0.19,0.18,0.17,0.15,0.26,0.16,0.14,0.13,0.11,0.1,0.1,0.09,0.09,0.08,0.08
MWI,Malawi,Climate Watch,Industrial Processes,All GHG,MtCO₂e,1.1,1.05,0.97,0.9,0.81,0.74,0.74,0.63,0.53,0.46,0.41,0.38,0.34,0.33,0.29,0.26,0.28,0.32,0.29,0.28,0.27,0.25,0.22,0.21,0.2,0.19,0.18,0.18,0.17,0.17,0.15
MYS,Malaysia,Climate Watch,Industrial Processes,All GHG,MtCO₂e,22.75,19.99,19.34,18.46,18.22,17.17,17.51,16.38,15.23,14.43,13.26,13.56,13.47,12.35,12.04,10.94,10.81,10.47,9.6,8.49,8.46,7.12,6.73,6.39,5.74,5.01,4.7,4.09,3.91,3.98,3.81
NAM,Namibia,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.82,0.85,0.79,0.68,0.52,0.56,0.51,0.46,0.39,0.29,0.12,0.11,0.1,0.09,0.08,0.07,0.07,0.06,0.06,0.05,0.05,0.04,0.03,0.03,0.02,0.01,0.01,0.01,0.01,0.01,0.0
NER,Niger,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.8,0.75,0.69,0.62,0.56,0.51,0.46,0.41,0.37,0.32,0.25,0.23,0.21,0.19,0.16,0.13,0.13,0.13,0.12,0.12,0.11,0.1,0.08,0.06,0.05,0.03,0.03,0.02,0.02,0.01,0.01
NGA,Nigeria,Climate Watch,Industrial Processes,All GHG,MtCO₂e,28.06,25.69,23.98,21.49,21.33,19.62,18.12,17.03,14.25,11.6,9.75,9.18,8.6,6.01,4.91,4.12,3.82,3.69,3.47,3.45,3.36,2.99,2.71,2.28,1.92,1.58,1.5,1.64,1.67,1.58,1.49
NIC,Nicaragua,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.91,0.89,0.89,0.88,0.84,0.77,0.71,0.65,0.59,0.58,0.5,0.45,0.42,0.4,0.38,0.35,0.34,0.49,0.34,0.32,0.32,0.23,0.22,0.21,0.19,0.16,0.15,0.13,0.13,0.11,0.1
NIU,Niue,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NLD,Netherlands,Climate Watch,Industrial Processes,All GHG,MtCO₂e,2.85,3.04,3.43,3.68,3.8,3.82,3.76,3.87,3.86,3.98,4.23,4.05,4.21,7.81,8.8,8.64,8.72,8.49,10.55,9.75,13.05,14.33,20.34,19.37,18.96,17.04,17.99,16.74,15.5,14.48,15.56
NOR,Norway,Climate Watch,Industrial Processes,All GHG,MtCO₂e,3.09,3.02,2.97,2.94,2.8,2.64,2.73,2.64,2.63,2.68,2.68,2.84,3.69,4.1,4.16,4.57,4.42,4.42,5.23,5.24,5.36,5.5,5.19,5.11,5.23,5.4,5.47,5.66,5.27,7.93,8.67
NPL,Nepal,Climate Watch,Industrial Processes,All GHG,MtCO₂e,2.96,3.85,3.47,3.14,2.29,1.54,1.23,1.18,1.06,0.83,0.55,0.49,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.1,0.13,0.14,0.13,0.12,0.1,0.06,0.05
NRU,Nauru,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NZL,New Zealand,Climate Watch,Industrial Processes,All GHG,MtCO₂e,2.21,2.19,2.15,2.13,2.12,2.42,2.32,2.22,2.13,2.05,1.88,1.83,1.82,1.77,1.55,1.46,1.38,1.41,1.31,1.1,1.06,1.06,0.92,1.07,1.08,0.92,0.86,0.85,1.09,1.5,1.51
OMN,Oman,Climate Watch,Industrial Processes,All GHG,MtCO₂e,5.35,4.86,4.56,4.14,4.19,3.8,3.56,3.62,3.55,3.03,2.7,2.4,2.26,2.12,1.86,1.4,1.37,1.32,1.02,0.88,0.81,0.76,0.76,0.69,0.64,0.56,0.56,0.47,0.45,0.45,0.44
PAK,Pakistan,Climate Watch,Industrial Processes,All GHG,MtCO₂e,31.74,27.93,26.47,24.04,21.81,18.78,17.61,16.71,15.48,14.45,13.97,14.14,12.63,11.54,9.73,8.25,7.11,6.57,5.68,5.6,5.07,4.8,4.37,4.26,4.08,3.8,3.59,3.66,3.42,3.39,3.26
PAN,Panama,Climate Watch,Industrial Processes,All GHG,MtCO₂e,1.64,1.79,1.81,1.84,1.74,1.68,1.68,1.67,1.56,1.27,1.08,1.11,1.13,0.78,0.73,0.69,0.67,0.6,0.52,0.54,0.58,0.47,0.44,0.4,0.35,0.31,0.3,0.28,0.13,0.15,0.14
PER,Peru,Climate Watch,Industrial Processes,All GHG,MtCO₂e,5.35,5.88,5.57,5.45,5.41,5.46,5.51,5.1,4.51,4.01,3.97,3.91,3.47,3.21,3.04,2.75,2.49,2.19,2.16,2.12,2.08,2.01,2.23,2.19,1.96,1.92,1.66,1.35,1.18,1.26,1.27
PHL,Philippines,Climate Watch,Industrial Processes,All GHG,MtCO₂e,20.13,20.67,19.4,17.49,15.08,14.22,12.63,11.65,10.61,8.97,8.37,7.78,7.07,6.84,6.36,7.49,6.6,6.47,6.58,4.57,5.93,6.07,6.11,6.78,5.71,4.8,4.37,3.66,3.09,3.19,2.94
PLW,Palau,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNG,Papua New Guinea,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.35,0.31,0.27,0.23,0.19,0.15,0.14,0.12,0.11,0.09,0.07,0.07,0.06,0.06,0.05,0.05,0.04,0.04,0.04,0.03,0.03,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01
POL,Poland,Climate Watch,Industrial Processes,All GHG,MtCO₂e,15.24,15.81,16.34,16.25,16.35,16.1,16.17,15.1,15.47,16.02,14.34,13.18,17.05,17.8,15.97,14.19,13.21,11.94,10.82,11.22,11.71,10.46,10.49,11.07,10.63,10.9,10.47,8.95,8.87,8.77,9.19
PRK,North Korea,Climate Watch,Industrial Processes,All GHG,MtCO₂e,5.55,5.4,5.36,5.62,5.59,5.32,5.24,5.15,4.99,4.94,4.83,4.5,4.33,3.97,3.74,3.4,3.17,3.03,2.83,2.7,2.42,2.63,2.67,3.17,3.77,4.36,4.88,4.53,4.64,4.62,4.81
PRT,Portugal,Climate Watch,Industrial Processes,All GHG,MtCO₂e,4.62,4.75,5.0,5.51,5.5,5.98,6.01,5.6,5.16,5.28,5.89,5.54,6.37,6.34,5.91,5.84,5.63,5.06,5.2,4.78,4.9,4.8,4.46,4.37,4.11,4.15,3.81,3.76,3.77,3.89,3.82
PRY,Paraguay,Climate Watch,Industrial Processes,All GHG,MtCO₂e,2.12,2.02,1.91,1.76,1.77,1.61,1.4,1.25,1.2,1.0,0.93,0.88,0.77,0.68,0.64,0.57,0.53,0.53,0.47,0.46,0.48,0.44,0.41,0.4,0.37,0.35,0.31,0.25,0.25,0.16,0.16
QAT,Qatar,Climate Watch,Industrial Processes,All GHG,MtCO₂e,2.29,2.48,2.84,2.95,3.17,3.21,2.87,2.55,2.55,2.35,1.88,1.96,1.81,1.28,0.71,0.64,0.6,0.6,0.57,0.53,0.51,0.44,0.42,0.3,0.3,0.21,0.21,0.25,0.25,0.25,0.14
ROU,Romania,Climate Watch,Industrial Processes,All GHG,MtCO₂e,5.74,5.78,5.57,5.5,5.49,5.39,4.8,4.59,5.43,5.45,5.05,4.78,6.28,7.5,6.69,6.72,6.44,5.85,6.01,6.84,7.67,7.13,7.58,8.28,9.02,8.89,7.71,8.06,7.94,8.32,11.35
RUS,Russia,Climate Watch,Industrial Processes,All GHG,MtCO₂e,53.74,53.91,54.14,55.0,55.36,56.35,61.08,59.2,53.84,46.03,45.72,41.4,51.31,54.91,53.37,53.69,50.96,44.74,48.67,54.55,55.84,49.3,47.26,44.5,42.45,49.71,49.89,59.25,75.03,56.62,57.34
RWA,Rwanda,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.41,0.39,0.36,0.33,0.29,0.23,0.19,0.16,0.15,0.13,0.12,0.11,0.1,0.1,0.09,0.08,0.08,0.08,0.08,0.07,0.06,0.05,0.05,0.04,0.03,0.01,0.01,0.03,0.03,0.03,0.03
SAU,Saudi Arabia,Climate Watch,Industrial Processes,All GHG,MtCO₂e,114.02,105.76,99.01,90.61,88.21,81.73,76.59,69.64,61.47,53.11,46.45,43.21,38.97,32.35,28.13,24.84,24.36,23.52,22.45,20.51,18.64,16.33,14.62,12.98,12.02,10.25,9.48,9.24,8.86,6.56,6.47
SDN,Sudan,Climate Watch,Industrial Processes,All GHG,MtCO₂e,2.69,2.6,2.52,2.44,2.35,2.15,1.99,1.95,1.84,1.58,1.11,0.57,0.39,0.38,0.3,0.32,0.3,0.28,0.25,0.23,0.21,0.22,0.18,0.19,0.21,0.19,0.09,0.12,0.12,0.08,0.07
SEN,Senegal,Climate Watch,Industrial Processes,All GHG,MtCO₂e,4.54,4.32,3.66,3.44,3.29,2.95,2.94,2.95,2.61,2.5,2.16,1.82,1.67,1.64,1.5,1.35,1.24,0.96,0.93,0.87,0.78,0.6,0.57,0.47,0.42,0.34,0.32,0.27,0.27,0.22,0.2
SGP,Singapore,Climate Watch,Industrial Processes,All GHG,MtCO₂e,15.87,15.24,14.62,13.99,13.36,12.73,12.2,11.66,11.12,10.58,10.05,10.06,10.08,10.1,10.11,10.13,10.24,10.34,10.45,10.56,10.66,10.25,9.83,9.42,9.0,8.59,6.96,5.33,3.69,2.06,0.43
SLB,Solomon Islands,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.17,0.15,0.13,0.11,0.09,0.07,0.06,0.06,0.05,0.04,0.03,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLE,Sierra Leone,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.18,0.17,0.16,0.14,0.13,0.12,0.11,0.09,0.08,0.07,0.06,0.05,0.05,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0
SLV,El Salvador,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.79,0.87,0.77,0.68,0.64,0.66,0.64,0.7,0.74,0.7,0.67,0.63,0.65,0.64,0.64,0.56,0.61,0.66,0.63,0.56,0.51,0.49,0.5,0.47,0.43,0.4,0.38,0.39,0.19,0.31,0.29
SOM,Somalia,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.31,0.29,0.28,0.26,0.25,0.23,0.22,0.22,0.21,0.21,0.2,0.18,0.16,0.14,0.11,0.09,0.08,0.07,0.06,0.05,0.04,0.1,0.16,0.22,0.28,0.34,0.28,0.21,0.15,0.07,0.02
SRB,Serbia,Climate Watch,Industrial Processes,All GHG,MtCO₂e,1.91,1.87,1.89,1.85,1.85,1.83,1.86,2.0,2.15,2.34,2.4,2.23,2.57,2.48,2.42,2.27,2.14,1.94,2.0,1.9,1.64,1.36,1.67,1.51,1.56,1.28,1.23,1.0,1.4,0.54,0.54
SSD,South Sudan,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.1,0.1,0.09,0.09,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.06,0.05,0.05,0.04,0.03,0.03,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0
STP,Sao Tome and Principe,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
