ISO,Country,Data source,Sector,Gas,Unit,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990
HTI,Haiti,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,0.63,0.63,0.63,0.63,0.63,0.65,0.65,0.65,0.65,0.65,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
HUN,Hungary,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,1.8,1.8,1.83,1.84,1.84,1.27,1.28,1.27,1.27,1.27,2.2,2.19,2.19,2.21,2.21,2.2,2.2,2.26,2.28,2.3,1.53,1.52,1.52,1.53,1.54,1.54,1.52,1.52,1.52,1.52,1.52
IDN,Indonesia,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,499.34,892.67,660.91,480.7,514.22,1147.43,1100.01,768.42,797.77,783.61,293.99,672.37,294.75,302.61,872.55,475.99,745.9,401.79,757.51,276.4,462.12,536.83,664.91,1440.8,495.54,673.91,672.45,672.47,672.48,672.48,672.48
IND,India,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,-33.87,-32.11,-29.54,-28.14,-30.88,-62.58,-61.37,-60.46,-56.29,-61.99,12.2,14.42,7.09,9.38,7.16,6.97,9.38,7.44,4.58,4.98,-220.67,-219.33,-220.9,-220.92,-220.69,-217.83,-217.85,-217.85,-217.85,-217.85,-217.85
IRL,Ireland,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,6.97,6.97,7.06,7.07,7.08,7.64,7.64,7.66,7.67,7.67,7.78,7.8,7.83,7.85,7.87,7.88,7.89,7.92,7.95,7.96,7.63,7.66,7.69,7.69,7.75,7.78,7.81,7.81,7.81,7.81,7.81
IRN,Iran,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,0.06,0.06,0.06,0.06,0.06,0.0,0.0,0.0,0.0,0.0,-44.21,-44.27,-44.27,-44.27,-44.27,-44.27,-44.27,-44.27,-44.27,-44.27,-20.4,-20.38,-20.4,-20.4,-20.36,-20.41,-20.41,-20.41,-20.41,-20.41,-20.41
IRQ,Iraq,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,0.5,0.5,0.5,0.5,0.5,0.08,0.08,0.08,0.08,0.08,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.11,-0.12,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13
ISL,Iceland,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,0.62,0.62,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71
ISR,Israel,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,0.08,0.08,0.08,0.08,0.08,-0.05,-0.05,-0.05,-0.05,-0.05,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
ITA,Italy,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,-12.92,-12.92,-12.9,-12.85,-12.9,-34.75,-34.75,-34.75,-34.72,-34.75,-34.8,-34.79,-34.8,-34.75,-34.8,-34.8,-34.8,-34.79,-34.8,-34.8,-34.56,-34.58,-34.58,-34.59,-34.59,-34.59,-34.59,-34.59,-34.59,-34.59,-34.59
JAM,Jamaica,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,0.14,0.14,0.16,0.16,0.16,0.22,0.22,0.22,0.22,0.21,-2.44,-2.44,-2.45,-2.45,-2.45,-2.45,-2.45,-2.45,-2.45,-2.45,0.42,0.41,0.39,0.37,0.37,0.36,0.35,0.35,0.35,0.35,0.35
JOR,Jordan,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JPN,Japan,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,-31.78,-31.78,-31.76,-31.77,-31.77,-49.45,-49.38,-49.34,-49.28,-49.2,-97.84,-97.74,-97.6,-97.52,-97.37,-97.31,-97.24,-97.24,-97.23,-97.21,-75.51,-75.5,-75.52,-75.51,-75.49,-75.46,-75.49,-75.44,-75.39,-75.39,-75.39
KAZ,Kazakhstan,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,-2.98,-2.98,-2.98,-2.98,-2.98,-9.86,-9.86,-9.86,-9.86,-9.86,-1.51,-1.51,-1.51,-1.5,-1.51,-1.51,-1.51,-1.51,-1.5,-1.51,-0.69,-0.71,-0.65,-0.48,-0.68,-0.79,-0.79,-0.79,-0.79,-0.77,-0.77
KEN,Kenya,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,-7.57,-7.56,-7.57,-7.57,-7.57,8.38,8.34,8.34,8.35,8.35,15.17,15.18,15.17,15.17,15.17,15.18,15.17,15.17,15.17,15.17,-4.13,-4.19,-4.24,-4.15,-4.27,-4.27,-4.28,-4.28,-4.28,-4.28,-4.28
KGZ,Kyrgyzstan,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,-3.27,-3.27,-3.27,-3.27,-3.27,-0.74,-0.74,-0.74,-0.74,-0.74,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-1.02,-1.02,-1.02,-1.01,-1.02,-1.02,-1.02,-1.02,-1.02,-1.03,-1.03
KHM,Cambodia,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,32.48,32.14,32.09,33.58,33.85,70.4,69.82,70.08,69.97,71.56,8.5,10.22,9.97,10.88,11.08,8.79,12.28,11.24,10.19,8.01,6.99,7.55,9.22,5.79,4.66,9.13,9.13,9.13,9.13,9.13,9.13
KIR,Kiribati,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KNA,Saint Kitts and Nevis,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KOR,South Korea,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,-45.79,-45.8,-45.8,-45.8,-45.8,-50.46,-50.44,-50.45,-50.46,-50.44,-60.12,-60.11,-60.12,-60.11,-60.12,-60.1,-60.11,-60.11,-60.11,-60.12,-42.41,-42.43,-42.43,-42.43,-42.43,-42.43,-42.43,-42.43,-42.43,-42.43,-42.43
KWT,Kuwait,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,-0.01,-0.01,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
LAO,Laos,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,12.87,10.52,9.48,9.7,11.63,10.53,10.73,10.96,10.5,9.55,16.84,13.76,13.15,18.47,13.66,15.13,18.17,13.82,13.47,12.55,12.34,13.24,14.44,12.28,12.88,12.84,12.84,12.84,12.84,12.84,12.84
LBN,Lebanon,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
LBR,Liberia,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,13.46,13.69,13.44,13.48,13.48,14.49,13.82,13.48,13.46,13.51,13.47,14.21,13.49,13.43,13.61,13.41,13.44,13.5,13.41,13.4,13.43,13.42,13.43,13.41,13.42,13.52,13.52,13.52,13.52,13.52,13.52
LBY,Libya,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LCA,Saint Lucia,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14
LIE,Liechtenstein,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
LKA,Sri Lanka,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,1.78,1.78,1.8,1.8,1.81,0.5,0.5,0.51,0.52,0.53,2.34,2.34,2.34,2.35,2.36,2.37,2.37,2.37,2.37,2.37,4.5,4.53,4.52,4.5,4.53,4.49,4.49,4.49,4.49,4.49,4.49
LSO,Lesotho,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.08,0.01,0.0,0.02,0.02,0.02,0.02,0.02,0.02
LTU,Lithuania,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,4.34,4.34,4.35,4.36,4.37,-1.07,-1.07,-1.02,-1.02,-1.02,5.07,5.07,5.1,5.1,5.09,5.09,5.11,5.15,5.16,5.17,5.69,5.69,5.72,5.73,5.74,5.77,5.76,5.77,5.77,5.8,5.8
LUX,Luxembourg,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,-0.28,-0.28,-0.28,-0.27,-0.28,-0.24,-0.24,-0.24,-0.24,-0.24,-0.51,-0.51,-0.51,-0.51,-0.51,-0.51,-0.51,-0.51,-0.51,-0.51,-0.55,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64
LVA,Latvia,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,0.1,0.09,0.09,0.08,0.08,0.22,0.22,0.26,0.26,0.25,-10.92,-10.96,-10.97,-11.03,-11.06,-11.09,-11.1,-11.15,-11.19,-11.2,-10.03,-10.26,-10.42,-10.46,-10.5,-10.51,-10.67,-10.67,-10.67,-10.67,-10.67
MAR,Morocco,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,-1.93,-1.94,-1.94,-1.94,-1.94,-1.44,-1.44,-1.44,-1.44,-1.44,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.89,-4.89,-4.89,-4.89,-4.89,-4.89,-4.89,-4.89,-4.89,-4.89,-4.89
MDA,Moldova,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,0.19,0.19,0.17,0.17,0.17,-0.39,-0.37,-0.38,-0.39,-0.38,-0.95,-0.94,-0.94,-0.94,-0.94,-0.94,-0.94,-0.94,-0.93,-0.93,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23
MDG,Madagascar,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,9.65,9.62,9.7,9.95,9.85,10.22,9.4,9.83,9.53,10.18,22.06,21.57,21.21,21.42,21.6,21.9,21.38,21.27,21.22,21.33,28.08,28.81,28.79,28.54,29.04,28.5,28.45,28.46,28.46,28.46,28.46
MDV,Maldives,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEX,Mexico,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,16.74,17.13,15.41,16.57,15.83,15.08,14.07,16.36,14.95,16.36,-65.88,-65.02,-65.0,-65.51,-64.89,-64.36,-66.16,-62.79,-64.97,-65.91,27.79,27.77,32.66,24.24,24.0,24.63,24.63,24.63,24.63,24.63,24.63
MHL,Marshall Islands,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A
MKD,Macedonia,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLI,Mali,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48,4.61,4.92,1.91,1.43,2.08,2.08,2.08,2.08,2.08,2.08
MLT,Malta,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MMR,Myanmar,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,117.69,109.64,110.21,108.81,110.11,122.16,119.08,116.37,117.42,112.05,142.07,138.85,128.58,141.49,133.24,132.01,145.25,133.29,124.53,126.32,145.66,150.76,150.34,145.68,146.83,151.22,151.21,151.21,151.21,151.21,151.21
MNE,Montenegro,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,0.02,0.02,0.04,0.05,0.03,0.04,0.04,0.03,0.04,0.04,-4.12,-4.12,-4.12,-4.12,-4.12,-4.12,-4.12,-4.12,-4.12,-4.12,-0.33,-0.34,-0.33,-0.34,-0.34,-0.34,-0.34,-0.34,-0.34,-0.34,-0.34
MNG,Mongolia,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,22.45,22.44,22.5,22.52,22.57,22.79,22.76,22.75,22.74,22.75,23.61,23.65,23.58,23.59,23.56,23.54,23.52,23.47,23.5,23.46,24.24,23.84,24.4,25.14,23.76,23.6,23.59,23.59,23.59,23.59,23.59
MOZ,Mozambique,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,70.06,71.27,76.45,75.59,77.51,67.43,68.65,70.26,70.17,67.05,77.85,71.16,74.59,70.69,70.22,70.44,67.15,67.94,63.44,65.19,48.83,50.25,50.65,50.0,50.98,66.02,66.02,66.02,66.02,66.02,66.02
MRT,Mauritania,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,-1.08,-1.08,-1.08,-1.08,-1.08,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
MUS,Mauritius,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,-0.03,-0.03,-0.03,-0.03,-0.03,0.01,0.01,0.01,0.01,0.01,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
MWI,Malawi,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,8.32,8.21,8.37,8.28,8.72,8.47,8.51,8.39,8.64,8.41,8.72,8.19,8.46,8.36,8.23,8.58,8.31,8.51,8.26,8.23,7.98,8.13,8.14,8.08,8.18,8.32,8.32,8.32,8.32,8.32,8.32
MYS,Malaysia,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,65.67,71.95,69.24,63.19,71.77,-117.77,-102.41,-119.8,-121.05,-118.33,109.29,117.69,99.58,103.33,96.68,108.56,105.61,96.79,97.06,89.91,104.8,104.29,135.43,106.43,104.53,108.33,108.65,108.65,108.66,108.66,108.66
NAM,Namibia,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.67,10.64,10.61,10.56,10.56,10.57,10.57,10.57,10.57,10.57,10.57
NER,Niger,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,1.24,1.24,1.24,1.24,1.24,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,5.81,5.77,5.89,5.76,5.82,5.81,5.81,5.81,5.81,5.81,5.81
NGA,Nigeria,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,47.04,46.32,46.1,46.3,46.39,46.12,46.16,46.23,46.13,46.19,46.28,46.18,46.36,46.34,46.47,46.95,46.32,46.64,46.45,46.54,57.32,56.21,58.07,56.27,58.08,48.45,48.45,48.45,48.45,48.45,48.45
NIC,Nicaragua,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,19.7,19.61,19.59,19.51,19.64,11.02,11.09,11.06,10.98,11.01,23.68,23.62,23.64,23.62,23.64,23.82,23.62,23.81,23.61,23.61,19.71,19.68,20.24,19.7,19.61,19.62,19.62,19.62,19.62,19.62,19.62
NIU,Niue,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NLD,Netherlands,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,6.64,6.63,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.45,6.51,6.6,6.86,6.87,6.88,6.88,6.89,6.9,6.9,6.91,6.92,6.92,6.92
NOR,Norway,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,-14.78,-14.79,-14.77,-14.81,-14.82,-14.81,-14.81,-14.83,-14.83,-14.85,-18.74,-18.78,-18.79,-18.79,-18.8,-18.81,-18.83,-18.85,-18.87,-18.87,-11.08,-11.13,-11.16,-11.17,-11.16,-11.15,-11.1,-11.1,-11.09,-11.09,-11.09
NPL,Nepal,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,2.61,3.91,2.88,3.09,5.21,2.62,3.59,3.64,3.58,3.1,-3.61,-3.8,-4.08,-4.41,-4.26,-3.93,-3.96,-3.79,-4.57,-4.17,-1.42,-1.32,-1.67,-1.85,-1.75,-1.33,-1.31,-1.31,-1.31,-1.31,-1.31
NRU,Nauru,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NZL,New Zealand,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,-9.3,-9.29,-9.3,-9.29,-9.29,-15.4,-15.4,-15.4,-15.4,-15.4,-21.52,-21.52,-21.52,-21.51,-21.52,-21.52,-21.51,-21.51,-21.51,-21.51,-24.59,-24.59,-24.59,-24.59,-24.58,-24.58,-24.62,-24.62,-24.62,-24.62,-24.62
OMN,Oman,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAK,Pakistan,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,7.0,7.0,7.0,7.0,7.0,5.45,5.45,5.45,5.46,5.45,7.07,7.07,7.07,7.08,7.07,7.07,7.07,7.07,7.07,7.07,8.05,8.05,8.05,8.05,8.05,8.05,8.05,8.05,8.05,8.05,8.05
PAN,Panama,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,4.23,4.26,4.23,4.23,4.26,4.25,4.23,4.23,4.23,4.23,4.23,4.25,4.24,4.23,4.24,4.24,4.25,4.36,4.24,4.24,5.84,5.84,5.84,5.84,5.84,5.84,5.84,5.84,5.84,5.84,5.84
PER,Peru,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,89.92,89.91,89.89,89.8,89.89,88.96,88.93,88.95,89.03,88.89,65.13,64.91,64.94,65.11,64.97,65.4,64.96,65.02,64.88,64.8,59.76,59.91,59.93,59.85,59.84,59.88,59.87,59.87,59.87,59.87,59.87
PHL,Philippines,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,2.54,2.53,2.49,2.48,2.58,2.51,2.49,2.47,2.44,2.45,2.6,2.4,2.41,2.44,2.42,2.49,2.45,2.45,2.44,2.39,2.47,2.46,2.62,2.47,2.46,2.47,2.47,2.47,2.47,2.47,2.47
PLW,Palau,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A
PNG,Papua New Guinea,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,33.26,32.93,32.82,32.62,32.64,33.04,31.86,31.95,31.97,32.0,24.93,24.94,25.11,25.59,25.91,26.03,26.76,26.18,26.53,26.01,26.72,25.78,24.77,38.38,24.05,24.38,22.53,22.53,22.53,22.53,22.53
POL,Poland,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,-17.46,-17.47,-17.4,-17.41,-17.38,-11.57,-11.57,-11.53,-11.53,-11.53,-56.06,-56.06,-56.03,-56.02,-56.01,-56.01,-56.01,-55.86,-55.77,-55.69,2.28,2.3,2.4,2.42,2.47,2.64,2.69,2.71,2.71,2.71,2.71
PRK,North Korea,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,3.36,3.45,3.44,3.38,3.36,3.4,3.64,3.28,3.26,3.38,1.77,2.03,1.82,1.77,1.8,1.88,2.16,1.78,1.77,1.85,6.51,6.51,6.57,6.8,6.53,6.52,6.52,6.52,6.52,6.52,6.52
PRT,Portugal,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,0.37,0.26,0.28,0.77,0.39,-0.83,-0.85,-0.83,-0.83,-0.84,0.57,0.55,0.54,0.55,0.56,0.66,0.55,0.66,0.56,0.55,1.49,1.52,1.56,1.51,1.59,1.48,1.48,1.48,1.48,1.48,1.48
PRY,Paraguay,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,46.51,47.33,46.14,46.62,46.12,68.24,68.28,68.54,68.38,68.5,56.63,56.49,56.53,58.26,56.77,57.17,56.74,57.13,57.77,56.81,42.86,46.32,43.7,44.03,43.54,42.89,42.89,42.89,42.89,42.89,42.89
QAT,Qatar,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROU,Romania,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,-22.91,-22.91,-22.93,-22.92,-22.93,-285.17,-285.16,-285.16,-285.15,-285.14,-2.73,-2.73,-2.74,-2.73,-2.72,-2.73,-2.74,-2.73,-2.73,-2.74,0.67,0.68,0.68,0.68,0.68,0.66,0.66,0.66,0.66,0.66,0.66
RUS,Russia,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,-531.5,-529.2,-528.3,-532.02,-528.99,-661.74,-657.75,-661.75,-656.94,-658.67,-740.51,-741.91,-735.14,-743.33,-740.25,-742.29,-738.08,-738.29,-741.59,-742.72,-340.61,-342.06,-337.73,-344.77,-331.98,-345.36,-345.34,-345.33,-345.32,-345.04,-345.04
RWA,Rwanda,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,1.26,1.26,1.27,1.27,1.29,1.37,1.37,1.37,1.37,1.37,2.27,2.27,2.27,2.27,2.26,2.26,2.26,2.26,2.28,2.27,2.5,2.5,2.52,2.51,2.5,2.5,2.48,2.48,2.48,2.48,2.48
SAU,Saudi Arabia,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SDN,Sudan,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,21.02,21.01,21.01,21.01,21.01,21.52,21.52,21.52,21.52,21.66,21.81,21.91,22.15,22.16,21.52,22.47,22.07,22.01,21.41,21.41,28.54,32.85,31.49,27.9,23.48,21.6,21.42,21.42,21.42,21.42,21.42
SEN,Senegal,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,4.42,4.38,4.38,4.36,4.4,4.53,4.54,4.59,4.61,4.54,6.47,6.5,6.54,6.54,6.53,6.48,6.43,6.38,6.38,6.38,7.01,8.11,7.14,6.18,5.9,5.37,5.37,5.37,5.37,5.37,5.37
SGP,Singapore,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,0.03,0.03,0.03,0.03,0.03,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
SLB,Solomon Islands,Climate Watch,Land-Use Change and Forestry,All GHG,MtCO₂e,45.41,45.41,45.41,45.41,45.41,-17.82,-17.82,-17.82,-17.82,-17.82,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91
